ref;price by Wh;type;efficacite;gamme puissance;poids;region;dimension;prix theorique
SKT315-335M6-24/PA;0.232;Monocristallin;18.88 ~ 20.08;315 ~ 335;19;Chine;1665x1002x35;73.08
AU-430W-36MHD;0.248;Monocristallin;19.78;430;27.5;Chine;2094x1038x35;106.64
Trina SolarVertex TSM-DE20 585-605W;0.248;Monocristallin;20.7 ~ 21.4;585 ~ 605;30.9;Chine;2172x1303x35;145.08
SKT355-375M6-120H;0.229;Monocristallin;19 ~ 20.1;355 ~ 375;20;Chine;1776x1052x35;81.295
AE HM6L-72 405-415W;0.257;PERC;20.18 ~ 20.68;405 ~ 415;21;Allemagne;2015x996x35;104.08500000000001
AU-440W-36MHD;0.267;Monocristallin;20.24;440;27.5;Chine;2094x1038x35;117.48
G12 80cells 385-405W;0.238;Monocristallin;19.96 ~ 21;385 ~ 405;21.5;Chine;1760x1096x35;91.63
AU-450W-36MHD;0.267;Monocristallin;20.7;450;27.5;Chine;2094x1038x35;120.15
RS435-455S7-144GA;0.270;Bifacial, PERC;20 ~ 20.9;435 ~ 455;27.5;Chine;2094x1038x35;117.45
SKT430-460M6;0.236;Monocristallin;19.8 ~ 21.2;430 ~ 460;23;Chine;2094x1038x30;101.47999999999999
G12 120cells 585-605W;0.229;Monocristallin;20.68 ~ 21.38;585 ~ 605;30.5;Chine;2172x1303x35;133.965
Jinko SolarTiger Pro 54HC 400-420W;0.292;Monocristallin;20.48 ~ 21.51;400 ~ 420;22;Espagne;1722x1134x30;116.8
YH160-170W-18P;0.240;Polycristallin;16.13 ~ 17.13;160 ~ 170;10.4;Chine;1485x668x30;38.4
M10 108 cells 400-420W;0.241;Monocristallin;20.5 ~ 21.52;400 ~ 420;20;Chine;1723x1133x30;96.39999999999999
CSI SolarHiKu6 CS6W-530-555MS;0.294;PERC;20.7 ~ 21.6;530 ~ 555;27.6;Espagne;2261x1134x30;155.82
LONGi SolarLR4-72HPH 445-465M;0.208;Monocristallin;20.5 ~ 21.4;445 ~ 465;24.3;Chine;2094x1038x35;92.56
SKT350-370M6-120H/AB;0.236;Monocristallin;18.7 ~ 19.8;350 ~ 370;20;Chine;1776x1052x35;82.6
AU-460W-36MHD;0.267;Monocristallin;21.16;460;27.5;Chine;2094x1038x35;122.82000000000001
Trina SolarVertex TSM-DE19 535-560W;0.248;Monocristallin;20.5 ~ 21.4;535 ~ 560;28.6;Chine;2384x1096x35;132.68
RS435~455S8-120;0.261;Monocristallin;20 ~ 21;435 ~ 455;23.5;Chine;1915x1134x35;113.53500000000001
LONGi SolarLR4-60HPH 365-385M;0.208;Monocristallin;20 ~ 21.1;365 ~ 385;19.5;Chine;1755x1038x35;75.92
SKT300M6-20/AB;0.229;Monocristallin;18.3;300;20;Chine;1640x1002x35;68.7
CSI SolarHiKu CS3W-445-470MS;0.289;PERC;20.1 ~ 21.3;445 ~ 470;24.3;Espagne;2108x1048x35;128.605
AE HM6-72 390-400W;0.296;PERC;19.79 ~ 20.29;390 ~ 400;21;Allemagne;1979x996x35;115.44
ESM 410S;0.209;Monocristallin;21.4;410;21;Chine;1776x1096x35;85.69
M10 108cells 390-405W Black;0.255;Monocristallin;19.98 ~ 20.75;390 ~ 405;20;Chine;1723x1133x30;99.45
RS360~380S7-120;0.265;Monocristallin;19.8 ~ 20.9;360 ~ 380;18.5;Chine;1755x1038x30;95.4
AS-6M30-HC-320W~340W;0.233;Monocristallin;18.65 ~ 20.15;315 ~ 340;18.5;Chine;1686x1002x35;73.39500000000001
HSM10-54HBB 385-410W;0.219;Monocristallin;19.8 ~ 21.8;385 ~ 410;20.5;Chine;1722x1134x30;84.315
RT150WM;0.190;Monocristallin;14.9;150;8.8;Chine;1230x665x35;28.5
ESM-550S Bifacial;0.209;Monocristallin;21.3;550;27;Chine;2279x1134x35;114.94999999999999
SKT310-320M6-20/AB;0.236;Monocristallin;19 ~ 19.7;310 ~ 320;20;Chine;1665x1002x35;73.16
Akcome Optronics Science & TechnologySKA508MHVC 410-415W;0.228;Monocristallin;21.33 ~ 21.6;410 ~ 415;21.2;Chine;1754x1096x30;93.48
G12 132cells 650-670W;0.229;Monocristallin;20.93 ~ 21.57;650 ~ 670;33.5;Chine;2384x1303x35;148.85
AU-595W-39MH;0.267;Monocristallin;21.53;595;30.7;Chine;2439x1133x35;158.865
HSM10-72MBB Bifacial 525-545M;0.222;Monocristallin;20.5 ~ 21.3;525 ~ 545;32.3;Chine;2279x1134x35;116.55
YH120-150W-18P;0.262;Polycristallin;15.2 ~ 16.3;120 ~ 150;--;Chine;1230x668x30;31.44
TH400-410PM5 Full Black;0.181;Monocristallin;20.4 ~ 20.9;400 ~ 410;22;Chine;1719x1140x35;72.39999999999999
AE HM6-36 190-200W Hot-Spot Free;0.410;Monocristallin;18.26 ~ 19.22;190 ~ 200;12.5;Allemagne;1530x680x35;77.89999999999999
G12 80cells 370-385W Black;0.252;Monocristallin;19.19 ~ 19.96;370 ~ 385;21.5;Chine;1760x1096x35;93.24
ESM 460S;0.209;Monocristallin;21.25;460;23.5;Chine;1916x1134x35;96.14
SKT360M6-24/AB;0.236;Monocristallin;18.7;360;23;Chine;1956x992x40;84.96
Akcome Optronics Science & TechnologyCHASER-M6/144P 445-465W;0.235;Monocristallin;20.47 ~ 21.4;445 ~ 465;24;Chine;2094x1038x35;104.57499999999999
JUST Half-Cut Mono(120) 325-350W;0.212;Monocristallin;19.3 ~ 20.8;325 ~ 350;19.5;Chine;1689x996x35;68.89999999999999
VSUNVSUN390-405-108M-BB;0.217;PERC;19.98 ~ 20.75;390 ~ 405;21.8;Chine;1723x1133x35;84.63
SKT250M6-24;0.250;Monocristallin;17.03;250;17;Chine;1480x992x35;62.5
AEHM6-72 385-395W Full Black;0.310;Monocristallin;19.53 ~ 20.04;385 ~ 395;21;Allemagne;1979x996x35;119.35
ESM 395-415S;0.209;Monocristallin;20.2 ~ 21.25;395 ~ 415;19.5;Chine;1722x1134x35;82.55499999999999
G12 100cells 485-505w;0.240;Monocristallin;20.25 ~ 21.08;485 ~ 505;23.5;Chine;2186x1096x35;116.39999999999999
HSM10-72MBB FFC 525-545M;0.212;Monocristallin;20.5 ~ 21.3;525 ~ 545;29;Chine;2279x1134x35;111.3
JUST Half-Cut Mono(144) 380-410W;0.206;Monocristallin;18.9 ~ 20.4;380 ~ 410;22.5;Chine;2008x1002x40;78.28
SKT580~600M10;0.238;Monocristallin;20.76 ~ 21.47;580 ~ 600;32.1;Chine;2464x1134x35;138.04
Jinko SolarTiger Neo N-type 78HL4-(V) 610-630W;0.248;Monocristallin;21.82 ~ 22.54;610 ~ 630;30.6;Chine;2465x1134x35;151.28
M10 108 Cells 400-420W Black N-type;0.273;Monocristallin;20.5 ~ 21.52;400 ~ 420;20;Chine;1723x1133x30;109.2
ESM 600S;0.209;Monocristallin;21.12 ~ 21.84;585 ~ 605;31;Chine;2465x1134x35;122.265
HSM10-72MBB 530-550M;0.224;Monocristallin;20.7 ~ 21.5;530 ~ 550;27.2;Chine;2279x1134x35;118.72
JA SolarJAM72S30 540-565/GR;0.248;Monocristallin;20.9 ~ 21.9;540 ~ 565;27.3;Chine;2278x1134x30;133.92
M10 144 Cells 515-525w Black;0.265;Monocristallin;19.96 ~ 20.35;515 ~ 525;28;Chine;2278x1133x35;136.475
YH220-250W-24M;0.264;Monocristallin;16.68 ~ 18.95;220 ~ 250;13.9;Chine;1330x992x35;58.080000000000005
ESM 200;0.238;Monocristallin;19.1;200;10.5;Chine;1360x770x30;47.599999999999994
YH210-220W-18M;0.290;Monocristallin;18.87 ~ 19.77;210 ~ 220;--;Chine;1580x705x35;60.9
Risen EnergyRSM120-8-580-600M;0.219;PERC;20.5 ~ 21.2;580 ~ 600;31.5;Chine;2172x1303x35;127.02
M10 144 cells 535-550W Bifacial;0.250;Monocristallin;20.73 ~ 21.31;535 ~ 550;28;Chine;2278x1133x35;133.75
AU-100MH 490-510W;0.267;Monocristallin;20.54 ~ 21.38;490 ~ 510;26.3;Chine;2176x1096x35;130.83
SKT530~550M10;0.240;Monocristallin;20.5 ~ 21.3;530 ~ 550;28.6;Chine;2279x1134x35;127.19999999999999
AEG SolarAS-M1443-H(M6);0.330;Monocristallin;20.5 ~ 20.9;445 ~ 455;23;Tchèque;2094x1038x35;146.85
Trina SolarVertex S TSM-DE09R.08 415-435W;0.236;Monocristallin;20.8 ~ 21.8;415 ~ 435;21.8;Chine;1762x1134x30;97.94
SKT550M10;0.246;Bifacial;21.3;550;28.6;Chine;2279x1134x35;135.3
YH385-400W-36M;0.248;Monocristallin;19.41 ~ 20.16;385 ~ 400;--;Chine;1980x1002x35;95.48
AE SMB6-66F 390-400W Thunder;0.302;PERC;20.8 ~ 21.3;390 ~ 400;20.5;Allemagne;1646x1140x35;117.78
AS-6P30-270W~300W;0.233;Polycristallin;16.6 ~ 18.44;270 ~ 300;17.5;Chine;1640x992x35;62.910000000000004
Bauer SolarBS-M10HBB 395-405 W;0.368;PERC;20.23 ~ 20.75;395 ~ 405;21.4;Tchèque;1722x1134x30;145.35999999999999
YH300-320W-36P;0.227;Polycristallin;15.46 ~ 16.49;300 ~ 320;--;Chine;1956x992x35;68.10000000000001
LONGi SolarLR5-54HPH 405-425M;0.243;Monocristallin;20.7 ~ 21.8;405 ~ 425;20.8;Chine;1722x1134x30;98.41499999999999
AEG SolarAS-M3407U-S;0.367;Monocristallin;20.4 ~ 20.9;400 ~ 410;21;Tchèque;1719x1140x30;146.8
Risen EnergyRSM40-8-390-410M;0.221;PERC;20.3 ~ 21.3;390 ~ 410;21;Chine;1754x1096x30;86.19
132;0.241;Bifacial, PERC;20.76;645;38.7;Chine;2384x1303x35;155.445
JST400-430M(144)-9BB;0.238;Monocristallin;19.9 ~ 21.4;400 ~ 430;23;Chine;2015x996x40;95.19999999999999
AE SMB-66E 380-390W Eclipse Plus;0.322;Monocristallin;20.3 ~ 20.8;380 ~ 390;20.5;Allemagne;1646x1140x35;122.36
JST430-455M(144)-166mm;0.205;Monocristallin;19.5 ~ 20.6;430 ~ 455;24;Chine;2108x1048x30;88.14999999999999
Jinko SolarTiger Neo N-type 72HL4-(V) 565-585W;0.219;Monocristallin;21.8 ~ 22.65;565 ~ 585;28;Chine;2278x1134x35;123.735
AS-6P-325W~355W;0.221;Polycristallin;16.75 ~ 18.3;325 ~ 355;21;Chine;1956x992x35;71.825
AEG SolarAS-M3057U-S(G12);0.380;Monocristallin;20.6 ~ 21.1;410 ~ 420;20.8;Tchèque;1812x1096x30;155.8
AU-110MH 530-555;0.267;Monocristallin;20.28 ~ 21.04;530 ~ 550;28.6;Chine;2384x1096x35;141.51000000000002
AS-6M30-HC-320W~340W Full Black;0.233;Monocristallin;18.96 ~ 20.15;320 ~ 340;18.5;Chine;1684x1002x35;74.56
Jinko SolarTiger Pro 72HC 540-560W;0.247;Monocristallin;20.9 ~ 21.68;540 ~ 560;28;Chine;2278x1134x35;133.38
JST525-650M;0.238;Monocristallin;20.5 ~ 23;525 ~ 650;--;Chine;--;124.94999999999999
JA SolarJAM78S30 585-610/GR;0.247;Monocristallin;20.9 ~ 21.8;585 ~ 610;30.5;Chine;2465x1134x35;144.495
AE HM6-60 Series 320-335W;0.301;Monocristallin;19.01 ~ 19.9;320 ~ 335;19;Allemagne;1690x996x35;96.32
JST182*182-M -72-MH-(535-555)W;0.190;Monocristallin;20.9 ~ 21.7;535 ~ 555;29;Chine;2279x1134x35;101.65
JST182*182-M-78-MH-(580-605)W;0.190;Monocristallin;20.9 ~ 21.84;580 ~ 605;31.5;Chine;2472x1134x35;110.2
AE MD-132 485-505W;0.265;Monocristallin;20.44 ~ 21.29;485 ~ 505;26;Allemagne;2094x1133x35;128.525
VSUNVSUN395-410-108MH-BW;0.217;PERC;20.23 ~ 21;395 ~ 410;21.8;Chine;1723x1133x35;85.715
JST425-435M(132)-IBC;0.171;Monocristallin;21.6 ~ 22.1;425 ~ 435;21;Chine;1895x1039x35;72.67500000000001
LONGi SolarLR5-72HBD 530-550M;0.233;Bifacial;20.7 ~ 21.5;535 ~ 555;32.6;Chine;2278x1134x35;124.655
AE MD-120 440-460W;0.255;Monocristallin;20.33 ~ 21.26;440 ~ 460;24;Allemagne;1910x1133x35;112.2
AE MC-144 430-450W;0.257;Monocristallin;19.78 ~ 20.7;430 ~ 450;23;Allemagne;2094x1038x35;110.51
AU-120MH 585-605;0.267;Monocristallin;20.67 ~ 21.37;585 ~ 605;30.9;Chine;2172x1303x35;156.19500000000002
AE MC-120 360-380W;0.260;Monocristallin;19.76 ~ 20.86;360 ~ 380;19.5;Allemagne;1755x1038x35;93.60000000000001
JST340-360M(120)-IBC;0.190;Monocristallin;20.1 ~ 21.3;340 ~ 360;19;Chine;1685x1004x35;64.6
AE HM72 385-400W;0.296;Monocristallin;19.14 ~ 19.88;385 ~ 400;21.5;Allemagne;2020x996x35;113.96
JA SolarJAM72S30 530-555/MR;0.236;Monocristallin;20.5 ~ 21.5;530 ~ 555;28.1;Chine;2278x1134x35;125.08
AE HM6-60 315-335W;0.314;Monocristallin;18.99 ~ 20.2;315 ~ 335;18.5;Allemagne;1665x996x35;98.91
JST390-410W(120);0.190;Monocristallin;20.3 ~ 21.3;390 ~ 410;21;Chine;1754x1096x30;74.1
AE HM6-72 380-395W;0.310;Monocristallin;19.28 ~ 20.04;380 ~ 395;21;Allemagne;1979x996x35;117.8
JST-G12-M-55-MH- 550W;0.233;Bifacial, PERC;21;550;33;Chine;2384x1096x35;128.15
JST210*210-M-66- MH-(650-665)W;0.227;Monocristallin;21.25;660;34;Chine;2384x1303x35;149.82
AS-7M144-BHC-530W~550W;0.233;Bifacial;20.51 ~ 21.28;530 ~ 550;29;Chine;2279x1134x35;123.49000000000001
AE HM6L-60 315-325W;0.314;Monocristallin;18.69 ~ 19.29;315 ~ 325;19;Allemagne;1692x996x35;98.91
AU-132MH 645-665;0.267;Monocristallin;20.76 ~ 21.4;645 ~ 665;33.9;Chine;2384x1303x35;172.215
AS-6M144-BHC-435W~455W;0.233;Bifacial;19.9 ~ 20.81;435 ~ 455;24;Chine;2102x1040x35;101.355
AE P6-72 325-345W;0.246;Monocristallin;16.75 ~ 17.78;325 ~ 345;20;Allemagne;1956x992x35;79.95
JST210*210-M-60-MH- (580-600)W;0.227;Monocristallin;21.2;600;35;Chine;2172x1303x35;136.20000000000002
AE ME-120BD 585-600 Double Glass;0.261;Bifacial;20.7 ~ 21.2;585 ~ 600;35.3;Allemagne;2172x1303x35;152.685
AS-7M120-BHC-435W~455W;0.233;Monocristallin;20.06 ~ 20.99;435 ~ 455;24;Chine;1912x1134x35;101.355
AE MC-144 430-445W Double Glass;0.268;Bifacial;19.8 ~ 20.5;430 ~ 445;28;Allemagne;2094x1038x35;115.24000000000001
AE ME-120 585-600W Single Glass;0.261;Bifacial;20.7 ~ 21.2;585 ~ 600;30.9;Allemagne;2172x1303x35;152.685
AS-6M120-BHC-360W~380W;0.233;Bifacial;19.73 ~ 20.83;360 ~ 380;20;Chine;1756x1039x35;83.88000000000001
AE MC-144 430-445W Single Glass;0.266;Bifacial;19.78 ~ 20.47;430 ~ 445;23;Allemagne;2094x1038x35;114.38000000000001
AS-7M156-HC-570W~600W;0.233;Monocristallin;20.38 ~ 21.46;570 ~ 600;31;Chine;2466x1134x40;132.81
AE MB-60 325-335W;0.301;PERC;19.6 ~ 20.2;325 ~ 335;18.5;Allemagne;1665x996x35;97.825
AE MB-72 390-400W;0.296;PERC;19.79 ~ 20.29;390 ~ 400;21;Allemagne;1979x996x35;115.44
AS-7M132-HC-475~500W;0.233;Monocristallin;19.97 ~ 21.02;475 ~ 500;26.5;Chine;2098x1134x35;110.67500000000001
AE MB-120 335-345W;0.293;PERC;19.88 ~ 20.47;335 ~ 345;19;Allemagne;1692x996x35;98.155
AS-7M120-HC-445W~460W;0.233;Monocristallin;20.57 ~ 21.26;445 ~ 460;3.2;Chine;1908x1134x35;103.685
AE MB-144 405-415W;0.286;PERC;20.18 ~ 20.68;405 ~ 415;21;Allemagne;2015x996x35;115.82999999999998
AS-7M110-HC-400W~420W;0.237;Monocristallin;19.86 ~ 20.85;400 ~ 420;22.5;Chine;2098x960x35;94.8
AS-7M108-HC-390W~415W (Full Black);0.237;Monocristallin;19.88 ~ 21.25;390 ~ 415;21.5;Chine;1722x1134x35;92.42999999999999
AE MC-120 370-380W;0.260;PERC;20.31 ~ 20.86;370 ~ 380;19.5;Allemagne;1755x1038x35;96.2
AS-7M100-HC-360W~380W;0.233;Monocristallin;19.61 ~ 20.7;360 ~ 380;20.5;Chine;1912x960x35;83.88000000000001
AE MC-120BD 370-380W;0.272;PERC;20.31 ~ 20.86;370 ~ 380;23;Allemagne;1755x1038x35;100.64
Trina SolarVertex TSM-DE20 585-605W;0.236;Monocristallin;20.7 ~ 21.4;585 ~ 605;30.9;Chine;2172x1303x35;138.06
AS-7M96-HC-350W~365W;0.233;Monocristallin;19.91 ~ 20.77;350 ~ 365;19;Chine;1550x1134x35;81.55000000000001
AE MC-120BS 370-380W;0.268;PERC;20.31 ~ 20.86;370 ~ 380;19.5;Allemagne;1755x1038x35;99.16000000000001
AE MC-144BD 440-450W;0.269;PERC;20.24 ~ 20.7;440 ~ 450;28;Allemagne;2094x1038x35;118.36000000000001
AU-144MHD 400-410W;0.267;Monocristallin;19.88 ~ 20.37;400 ~ 410;25.3;Chine;2008x1002x35;106.80000000000001
Trina SolarVertex S TSM-DE09.08 390-405W;0.236;Monocristallin;20.3 ~ 21.1;390 ~ 405;21;Chine;1754x1096x30;92.03999999999999
AE MC-144BS 440-450W;0.265;PERC;20.24 ~ 20.7;440 ~ 450;23;Allemagne;2094x1038x35;116.60000000000001
AS-6M120-HC-365W~385W;0.233;Monocristallin;20.01 ~ 21.1;365 ~ 385;20;Chine;1756x1039x35;85.045
AS-8M120-HC-580W~605W;0.233;Monocristallin;20.49 ~ 21.38;580 ~ 605;31;Chine;2172x1303x35;135.14000000000001
AE MD-108 395-415W;0.257;PERC;20.22 ~ 21.25;395 ~ 415;21.5;Allemagne;1724x1133x35;101.515
CSI SolarHiKu7 CS7N-640-670MS;0.236;PERC;20.6 ~ 21.6;640 ~ 670;34.4;Chine;2384x1303x35;151.04
AE MD-108BD 395-415W;0.272;PERC;20.22 ~ 21.25;395 ~ 415;26;Allemagne;1724x1133x35;107.44000000000001
AS-6M120-HC-365W~385W Full Black;0.233;Monocristallin;20.01 ~ 21.1;365 ~ 385;20;Chine;1756x1039x35;85.045
AE MD-108BS 395-415W;0.268;PERC;20.22 ~ 21.25;395 ~ 415;21.5;Allemagne;1724x1133x35;105.86
Trina SolarVertex TSM-DE19 535-560W;0.238;Monocristallin;20.5 ~ 21.4;535 ~ 560;28.6;Chine;2384x1096x35;127.33
AE MD-120BD 440-460W;0.268;PERC;20.33 ~ 21.26;440 ~ 460;29;Allemagne;1910x1133x35;117.92
Trina SolarVertex TSM-DEG20C.20 580-600W;0.190;Bifacial;20.5 ~ 21.2;580 ~ 600;35.3;Chine;2172x1303x35;110.2
AE MD-120BS 440-460W;0.266;PERC;20.33 ~ 21.26;440 ~ 460;24;Allemagne;1910x1133x35;117.04
AE MD-132BD 485-505W;0.265;PERC;20.44 ~ 21.29;485 ~ 505;31;Allemagne;2094x1133x35;128.525
AE MD-132BS 485-505W;0.263;PERC;20.44 ~ 21.29;485 ~ 505;26;Allemagne;2094x1133x35;127.555
AE MD-144BD 530-550W;0.263;PERC;20.6 ~ 21.31;530 ~ 550;33;Allemagne;2278x1133x35;139.39000000000001
AE MD-144BS 530-550W;0.262;PERC;20.6 ~ 21.31;530 ~ 550;27;Allemagne;2278x1133x35;138.86
AE595MD-156 575-595W;0.252;PERC;20.6 ~ 21.31;575 ~ 595;29;Allemagne;2464x1133x35;144.9
AU-132MH 480-500W;0.267;Monocristallin;20.21 ~ 21.05;480 ~ 500;26.1;Chine;2094x1134x35;128.16
AE595MD-156BD 575-595W;0.261;PERC;20.6 ~ 21.31;575 ~ 595;35;Allemagne;2464x1133x35;150.07500000000002
AE595MD-156BS 575-595W;0.261;PERC;20.6 ~ 21.31;575 ~ 595;29;Allemagne;2464x1133x35;150.07500000000002
AU-156MH 465-495W;0.243;Monocristallin;19.78 ~ 21.06;465 ~ 495;25.5;Chine;2264x1038x35;112.99499999999999
AE ME-120 585-605W;0.252;PERC;20.67 ~ 21.38;585 ~ 605;30.9;Allemagne;2172x1303x35;147.42
AU-156MH 585-595W;0.267;Monocristallin;20.93 ~ 21.29;585 ~ 595;30.7;Chine;2464x1134x35;156.19500000000002
AE ME-120BD 585-605W;0.261;PERC;20.7 ~ 21.4;585 ~ 605;35.3;Allemagne;2172x1303x35;152.685
AE ME-120BS 585-605W;0.261;PERC;20.7 ~ 21.4;585 ~ 605;30.9;Allemagne;2172x1303x35;152.685
AE ME-132 645-665W;0.249;PERC;20.76 ~ 21.41;645 ~ 665;33.9;Allemagne;2384x1303x35;160.605
AE ME-132BD 645-665W;0.259;PERC;20.8 ~ 21.4;645 ~ 665;41;Allemagne;2384x1303x35;167.055
Jinko SolarTiger Pro 72HC 540-560W;0.238;Monocristallin;20.9 ~ 21.68;540 ~ 560;28;Chine;2278x1134x35;128.51999999999998
AE ME-132BS 645-665W;0.258;PERC;20.8 ~ 21.4;645 ~ 665;33.9;Allemagne;2384x1303x35;166.41
JA SolarJAM78S30 580-605/MR;0.236;Monocristallin;20.7 ~ 21.6;580 ~ 605;31.1;Chine;2465x1134x35;136.88
Jinko SolarTiger Neo N-type 78HL4-BDV 605-625W;0.238;Bifacial;21.64 ~ 22.36;605 ~ 625;34.6;Chine;2465x1134x30;143.98999999999998
AE MB-60 320-330W Full Black;0.314;PERC;19.2 ~ 19.9;320 ~ 330;18.5;Allemagne;1665x996x35;100.48
AE SMB-36 190-200W;0.410;PERC;18.26 ~ 19.22;190 ~ 200;12.5;Allemagne;1530x680x35;77.89999999999999
Trina SolarVertex TSM-DEG21C.20 640-665;0.236;Bifacial;20.6 ~ 21.4;640 ~ 665;38.7;Chine;2384x1303x35;151.04
Trina SolarVertex TSM-DE21 645-670W;0.236;Monocristallin;20.8 ~ 21.6;645 ~ 670;33.9;Chine;2384x1303x35;152.22
AE SMB-60 325-335W;0.359;PERC;19.31 ~ 19.9;325 ~ 335;19;Allemagne;1690x996x35;116.675
Meteor AE CMD-144BD 555-575W;0.290;Monocristallin;21.5 ~ 22.28;555 ~ 575;33;Allemagne;2278x1133x35;160.95
JA SolarJAM78S30 585-610/GR;0.229;Monocristallin;20.9 ~ 21.8;585 ~ 610;30.5;Chine;2465x1134x35;133.965
Meteor CMD-120BDS 460-480W;0.294;Monocristallin;21.26 ~ 22.18;460 ~ 480;29;Allemagne;1910x1133x30;135.23999999999998
AU-144MHD 430-460W;0.267;Bifacial, PERC;19.78 ~ 21.16;430 ~ 460;27.5;Chine;2094x1038x35;114.81
Jinko SolarTiger Neo N-type 72HL4-(V) 565-585W;0.238;Monocristallin;21.8 ~ 22.65;565 ~ 585;28;Chine;2278x1134x35;134.47
TP132-485-505MMB-8;0.191;Monocristallin;20.4 ~ 21.3;485 ~ 505;26.3;Chine;2094x1134x35;92.635
LONGi SolarLR5-72HBD 530-550M;0.233;Bifacial;20.7 ~ 21.5;535 ~ 555;32.6;Chine;2278x1134x35;124.655
HSM-BX520-545-GKF Shingled;0.191;PERC, Bifacial;20.2 ~ 21.1;520 ~ 545;30.8;Chine;2362x1092x35;99.32000000000001
Meteor CMD-108BDS 410-430W;0.299;Monocristallin;20.99 ~ 22.01;410 ~ 430;26;Allemagne;1724x1133x30;122.58999999999999
TP120-440~460M/MB-8;0.191;PERC;20.39 ~ 21.32;440 ~ 460;24.2;Chine;1903x1134x30;84.04
Comet TME-110BDS Series 560-580W;0.300;Monocristallin;21.46 ~ 22.23;560 ~ 580;32.3;Allemagne;2383x1095x35;168.0
Jinko SolarTiger Neo N-type 60HL4-(V) 460-480W;0.236;Monocristallin;21.32 ~ 22.24;460 ~ 480;24.2;Chine;1903x1134x30;108.55999999999999
Jinko SolarTiger Neo N-type 54HL4-B 395-415W;0.243;Monocristallin;20.23 ~ 21.25;395 ~ 415;22;Chine;1722x1134x30;95.985
Trina SolarVertex S TSM-DE09R.05 405-425W;0.238;Monocristallin;20.3 ~ 21.3;405 ~ 425;21.8;Chine;1762x1134x30;96.39
Q CELLSQ.peak Duo ML-G10 Series 395-415 Wp;0.238;Monocristallin;20.1 ~ 21.1;395 ~ 415;22;Chine;1879x1045x32;94.00999999999999
Q CELLSQ.peak Duo XL-G11.7 570-590;0.238;PERC;20.8 ~ 21.5;570 ~ 590;30.7;Chine;2416x1134x35;135.66
CSI SolarHiKu6 (All-Black) CS6R-380-405MS;0.243;PERC;19.5 ~ 20.7;380 ~ 405;21.3;Chine;1722x1134x30;92.34
Jinko SolarTiger Neo N-type 72HL4-BDV 560-580W;0.238;Bifacial;21.68 ~ 22.45;560 ~ 580;32;Chine;2278x1134x30;133.28
LONGi SolarLR5-54HPB 400-420M;0.239;Monocristallin;20.5 ~ 21.5;400 ~ 420;20.8;Chine;1722x1134x30;95.6
AU-156MHD 465-495W;0.267;Bifacial, PERC;19.78 ~ 21.06;465 ~ 495;29.75;Chine;2094x1038x35;124.155
AU-144MH 400-410W;0.267;Monocristallin;19.88 ~ 20.37;400 ~ 410;22.5;Chine;2008x1002x35;106.80000000000001
AU-144MH 430-460W;0.267;Monocristallin;19.78 ~ 21.16;430 ~ 460;23.5;Chine;2094x1038x35;114.81
AU-144MH 525-550W;0.267;Monocristallin;20.31 ~ 21.28;525 ~ 550;28.4;Chine;2279x1134x35;140.175
XXR-ETFE solar panel-HJT -100W;0.620;HJT;18 ~ 18.5;100 ~ 115;1.8;Chine;1000x510x3;62.0
XXR-ETFE PERC solar panel series;0.630;Monocristallin;17.5 ~ 17.8;100 ~ 105;1.8;Chine;1000x510x2.5;63.0
XXR-ETFE-IBC full black solar panel s...;0.810;IBC;18 ~ 18.5;108 ~ 120;1.86;Chine;2040x525x2.5;87.48
XXR-TOPCON-ETFE SOLAR PANEL SERIES;0.700;PERC;17.8 ~ 18.6;101 ~ 134;1.8;Chine;1000x510x2.5;70.69999999999999
TP110-540M-550M/MB-9;0.209;PERC;20.7 ~ 21;540 ~ 550;28.6;Chine;2384x1096x35;112.86
AU-120MH 360-380-30V-MH;0.290;Monocristallin;19.76 ~ 20.85;360 ~ 380;19.5;Chine;1755x1038x30;104.39999999999999
EU Stock solar panel AU410-27V-MH;0.290;Monocristallin;20.97;410;21.5;Chine;1724x1134x30;118.89999999999999
LNMH120-325W/330W/335W/340W/345W;0.200;Monocristallin;19.26 ~ 20.45;325 ~ 345;18.8;Chine;1684x1002x35;65.0
LNMH144-435W/440W/445W/450W/455W/460W;0.229;Monocristallin;20.01 ~ 21.16;435 ~ 460;23.5;Chine;2094x1038x35;99.61500000000001
LNMH144-390W/395W/400W/405W/410W;0.200;Monocristallin;19.32 ~ 20.31;390 ~ 410;23;Chine;2015x1002x35;78.0
JA SolarJAM72D20 440-465/MB;0.310;Bifacial, PERC;19.8 ~ 20.9;440 ~ 465;27.3;Pologne;2117x1052x35;136.4
MS(530-550)MB-72HSilver Frame;0.315;PERC;20.9 ~ 21.3;540 ~ 550;29;Chine;2279x1134x30;170.1
LONGi SolarLR5-72HPH 535-555M;0.282;Monocristallin;20.9 ~ 21.7;540 ~ 560;27.5;Allemagne;2278x1134x35;152.27999999999997
DuDrive UltraMax Series TSHM-132HS Se...;0.233;PERC;20.76 ~ 21.09;645 ~ 655;34.5;Chine;2384x1303x35;150.285
BiDrive Max Series TSBHM-108HVG 400-410;0.238;Bifacial, PERC;20.46 ~ 20.97;400 ~ 410;25;Chine;1724x1134x30;95.19999999999999
